Type,stop_id,stop_name,stop_lat,stop_lon
Metropolitan Bus,18914,Whitehorse Rd/Union Rd (Surrey Hills),-37.814632433,145.099393695
Metropolitan Bus,18915,Threadneedle St/Union Rd (Balwyn),-37.812153312,145.099900287
Metropolitan Bus,18916,Union Rd/Erne St (Balwyn),-37.809708720,145.100871675
Metropolitan Bus,18917,Kerry Pde/Bundoran Pde (Mont Albert North),-37.809290057,145.103972036
Metropolitan Bus,18919,Sutton Pde/Bundoran Pde (Mont Albert North),-37.809424344,145.105036345
Metropolitan Bus,1892,Warrs Ave/High St (Preston),-37.749452098,145.002093240
Metropolitan Bus,18920,Rostrevor Pde/Bundoran Pde (Mont Albert North),-37.809619609,145.106530741
Metropolitan Bus,18921,Braemar St/Bundoran Pde (Mont Albert North),-37.809909609,145.108874657
Metropolitan Bus,18922,Malvern Rd/Melrose St (Mont Albert North),-37.810755806,145.111624709
Metropolitan Bus,18924,Elgar Rd/Melrose St (Mont Albert North),-37.811308641,145.115756760
Metropolitan Bus,18925,Elgar Rd/Severn St (Box Hill North),-37.811562219,145.116397795
Metropolitan Bus,18926,Avon St/Severn St (Box Hill North),-37.811763875,145.118301041
Metropolitan Bus,18927,Nelson Rd/Severn St (Box Hill North),-37.811961693,145.119965849
Metropolitan Bus,18928,Nelson Rd/Thames St (Box Hill),-37.813124728,145.120561123
Metropolitan Bus,18929,Station St/Thames St (Box Hill),-37.813563548,145.124344114
Metropolitan Bus,1893,Esther St/High St (Preston),-37.748094615,145.002288642
Metropolitan Bus,1894,Gertrude St/High St (Preston),-37.746539343,145.002512052
Metropolitan Bus,1895,Bell St/High St (Preston),-37.744508388,145.002850379
Metropolitan Bus,1896,Bruce St/High St (Preston),-37.742891021,145.003132175
Metropolitan Bus,1897,Cramer St/High St (Preston),-37.740069872,145.003639222
Metropolitan Bus,1898,Murray Rd/High St (Preston),-37.737454170,145.004038578
Metropolitan Bus,18989,Hawksburn Cres/Wolf St (Wantirna South),-37.875928433,145.235808388
Metropolitan Bus,1899,Olver St/High St (Preston),-37.734577430,145.004456258
Metropolitan Bus,18990,Melanie Cl/Wallace Rd (Wantirna South),-37.881131382,145.245655917
Metropolitan Bus,18991,Allister Ave/O'Connor Rd (Knoxfield),-37.884893247,145.243497163
Metropolitan Bus,18992,Rodney Dr/O'Connor Rd (Knoxfield),-37.886556180,145.241399490
Metropolitan Bus,18993,O'Connor Rd/Christie St (Knoxfield),-37.894977719,145.241085375
Metropolitan Bus,18997,Anne Rd/Lloyd St (Knoxfield),-37.888884619,145.253727559
Metropolitan Bus,18998,Coromandel Cres/Lloyd St (Knoxfield),-37.891444150,145.253735316
Metropolitan Bus,190,Bawden Cl/Sellars St (Watsonia North),-37.695658441,145.090640683
Metropolitan Bus,1900,Spencer St/High St (Preston),-37.733616858,145.004674951
Metropolitan Bus,1901,Regent St/High St (Preston),-37.731065738,145.005163267
Metropolitan Bus,1903,Crawley St/High St (Reservoir),-37.726303291,145.005983174
Metropolitan Bus,1904,Garden St/High St (Reservoir),-37.724749346,145.006285806
Metropolitan Bus,1905,Delaware St/High St (Reservoir),-37.720121425,145.007067912
Metropolitan Bus,1909,Anderson Rd/Forrest St (Albion),-37.785174273,144.825993246
Metropolitan Bus,191,Gerrard St/Gillingham St (Watsonia North),-37.693161291,145.090591328
Metropolitan Bus,1911,Charlton Cres/Boldrewood Pde (Reservoir),-37.717122757,145.021646791
Metropolitan Bus,19121,Salmon Rd/Scoresby Rd (Boronia),-37.867292246,145.262286030
Metropolitan Bus,1916,Purinuan Rd/Borrie St (Reservoir),-37.708385468,145.019757958
Metropolitan Bus,1917,Miranda Rd/Borrie St (Reservoir),-37.706867315,145.020047917
Metropolitan Bus,1918,Teresa Ct/Gertz Ave (Reservoir),-37.700688313,145.029921263
Metropolitan Bus,1919,Dumbarton St/Invermay St (Reservoir),-37.702550895,145.028669645
Metropolitan Bus,192,Balfour Cl/Gillingham St (Watsonia North),-37.692583671,145.089426672
Metropolitan Bus,1920,Durham Rd/Anderson Rd (Sunshine),-37.787421345,144.827142383
Metropolitan Bus,1921,Upper Heidelberg Rd/Ivanhoe Pde (Ivanhoe),-37.766426417,145.044275536
Metropolitan Bus,1922,Thornton St/Highview Cres (Macleod),-37.718006781,145.067320450
Metropolitan Bus,19228,Reservoir Station/High St (Reservoir),-37.717163585,145.006954319
Metropolitan Bus,19229,Reservoir Station/High St (Reservoir),-37.717244272,145.006929467
Metropolitan Bus,1923,Cremean Ave/Bond St (Ivanhoe),-37.762585340,145.038734927
Metropolitan Bus,19231,Reservoir Station/High St (Reservoir),-37.716610658,145.007298131
Metropolitan Bus,19232,Reservoir Railway Station/Spring St (Reservoir),-37.716636910,145.006718852
Metropolitan Bus,19233,Thomastown Station/High St (Thomastown),-37.680659703,145.014111547
Metropolitan Bus,19234,Thomastown Station/High St (Thomastown),-37.680821464,145.014084554
Metropolitan Bus,19235,Thomastown Station/High St (Thomastown),-37.680775088,145.014006417
Metropolitan Bus,19236,Thomastown Station/High St (Thomastown),-37.680603555,145.013988314
Metropolitan Bus,19237,Thomastown Station/High St (Thomastown),-37.680844669,145.013857153
Metropolitan Bus,19239,Thomastown Station/Station St (Thomastown),-37.680060332,145.014909924
Metropolitan Bus,1924,Graham St/Durham Rd (Sunshine),-37.788042172,144.828066679
Metropolitan Bus,19240,Epping Plaza SC/Cooper St (Epping),-37.652326234,145.017881676
Metropolitan Bus,19242,Epping Plaza SC/Cooper St (Epping),-37.652198707,145.016728917
Metropolitan Bus,19243,Epping Plaza SC/Cooper St (Epping),-37.652304790,145.017678219
Metropolitan Bus,19244,East Kew Terminus/Valerie St (Kew East),-37.798970855,145.049311908
Metropolitan Bus,19245,East Kew Terminus/Valerie St (Kew East),-37.799299842,145.049587186
Metropolitan Bus,19246,East Kew Terminus/Valerie St (Kew East),-37.799261554,145.049451905
Metropolitan Bus,19249,Old Melbourne Gaol/Russell St (Melbourne City),-37.807495120,144.965636614
Metropolitan Bus,19261,24-Mooltan St/Mt Alexander Rd (Flemington),-37.783935823,144.936998788
Metropolitan Bus,19262,25-Mount Alexander College/Mt Alexander Rd (Flemington),-37.782440334,144.933940582
Metropolitan Bus,19263,26-Wellington St/Mt Alexander Rd (Flemington),-37.781119577,144.932626195
Metropolitan Bus,19264,27-Essendon Tram Depot/Mt Alexander Rd (Ascot Vale),-37.779399891,144.931175373
Metropolitan Bus,19265,28-Middle St/Mt Alexander Rd (Ascot Vale),-37.777492831,144.929832029
Metropolitan Bus,19266,29-Warrick St/Mt Alexander Rd (Ascot Vale),-37.775541517,144.928535401
Metropolitan Bus,19267,30-Ormond Rd/Mt Alexander Rd (Moonee Ponds),-37.772430862,144.926907922
Metropolitan Bus,19270,34-Moonee Valley Civic Centre/Pascoe Vale Rd (Moonee Ponds),-37.764419797,144.925394828
Metropolitan Bus,19271,35-Queens Park/Pascoe Vale Rd (Moonee Ponds),-37.762543257,144.925787810
Metropolitan Bus,19272,36-Salisbury St/Pascoe Vale Rd (Moonee Ponds),-37.759740356,144.926286100
Metropolitan Bus,19273,Doncaster SC/Williamsons Rd (Doncaster),-37.783804749,145.124835528
Metropolitan Bus,19274,38-Pascoe Vale Rd/Fletcher St (Essendon),-37.755813968,144.925930378
Metropolitan Bus,19275,39-Hoddle St/Fletcher St (Essendon),-37.755469765,144.922761881
Metropolitan Bus,19276,40-Nicholson St/Fletcher St (Essendon),-37.755172324,144.920205023
Metropolitan Bus,19286,Fairfield Railway Station/Station St (Fairfield),-37.779938773,145.018065635
Metropolitan Bus,19289,Chandler Hwy/Yarra Bvd (Kew),-37.788050364,145.025093770
Metropolitan Bus,193,Hamilton Ct/Gillingham St (Watsonia North),-37.692284734,145.086553724
Metropolitan Bus,1933,212 Old Geelong Rd (Hoppers Crossing),-37.875344891,144.717549329
Metropolitan Bus,1935,Midway St/Southern Rd (Heidelberg West),-37.741418505,145.039951972
Metropolitan Bus,1936,Gardenia Rd/North Rd (Gardenvale),-37.899952334,145.008129133
Metropolitan Bus,19380,Cairns Rd/McDowall Rd (Hampton Park),-38.038643200,145.253617422
Metropolitan Bus,1939,Broadford Cres/Glenmore St (Macleod),-37.719477450,145.067974283
Metropolitan Bus,194,Byrne Cres/Macorna St (Watsonia North),-37.693837090,145.085583835
Metropolitan Bus,1940,Kinlock St/Glenmore St (Macleod),-37.722056581,145.068077454
Metropolitan Bus,1941,Macleod Railway Station/McNamara St (Macleod),-37.726428070,145.068667328
Metropolitan Bus,1942,Jacka St/Macleod Pde (Macleod),-37.727984535,145.065211613
Metropolitan Bus,1943,Ruthven St/Macleod Pde (Macleod),-37.729668387,145.062932489
Metropolitan Bus,1944,Waiora Rd/Kingsbury Dr (Bundoora),-37.729444054,145.059704538
Metropolitan Bus,1945,Northam St/Waverley Rd (Glen Waverley),-37.891873818,145.190315831
Metropolitan Bus,19471,48-Service St/Keilor Rd (Essendon North),-37.742687594,144.905767566
Metropolitan Bus,19473,50-Cooper St/Keilor Rd (Essendon North),-37.740032054,144.899351361
Metropolitan Bus,19474,Doncaster SC/Williamsons Rd (Doncaster),-37.784291925,145.124868635
Metropolitan Bus,19476,Doncaster SC/Williamsons Rd (Doncaster),-37.783717014,145.124985361
Metropolitan Bus,19483,Doncaster SC/Williamsons Rd (Doncaster),-37.784030320,145.124852537
Metropolitan Bus,19485,Doncaster SC/Williamsons Rd (Doncaster),-37.783561161,145.124818974
Metropolitan Bus,19486,Doncaster SC/Williamsons Rd (Doncaster),-37.783815925,145.124971506
Metropolitan Bus,19488,Doncaster SC/Williamsons Rd (Doncaster),-37.784023480,145.124988971
Metropolitan Bus,195,Cameron Pde/Macorna St (Watsonia North),-37.698034032,145.084863417
Metropolitan Bus,19507,Jeffcott St/Spencer St (West Melbourne),-37.811891389,144.950999013
Metropolitan Bus,19508,Dudley St/Spencer St (West Melbourne),-37.809809128,144.949932060
Metropolitan Bus,19509,Dudley St/Spencer St (West Melbourne),-37.810496063,144.950049366
Metropolitan Bus,19510,Jeffcott St/Spencer St (West Melbourne),-37.811813797,144.950683104
Metropolitan Bus,19513,Spencer St/Dudley St (West Melbourne),-37.809991929,144.950597173
Metropolitan Bus,19514,King St/Dudley St (West Melbourne),-37.809296027,144.952036251
Metropolitan Bus,19515,William St/Dudley St (West Melbourne),-37.808701293,144.954631087
Metropolitan Bus,19519,Banana Alley Vaults/Flinders St (Melbourne City),-37.819155539,144.961942512
Metropolitan Bus,19522,Market St/Flinders St (Melbourne City),-37.819044698,144.961786518
Metropolitan Bus,19527,Little Lonsdale St/Russell St (Melbourne City),-37.809573526,144.966488270
Metropolitan Bus,19529,Trades Hall/Lygon St (Carlton),-37.806646075,144.966046099
Metropolitan Bus,19531,La Trobe St/Russell St (Melbourne City),-37.808579171,144.966311095
Metropolitan Bus,19540,Little Lonsdale St/Exhibition St (Melbourne City),-37.808841204,144.968961830
Metropolitan Bus,19541,Spring St/Lonsdale St (Melbourne City),-37.809720003,144.971323095
Metropolitan Bus,19542,Exhibition St/Lonsdale St (Melbourne City),-37.810443563,144.968861127
Metropolitan Bus,19545,Melbourne Central/Lonsdale St (Melbourne City),-37.811566884,144.965025054
Metropolitan Bus,19546,Supreme Court/Lonsdale St (Melbourne City),-37.813924327,144.957008728
Metropolitan Bus,19547,Lonsdale St/Spencer St (Melbourne City),-37.814820930,144.952076686
Metropolitan Bus,19548,Spencer St/Lonsdale St (Melbourne City),-37.814270909,144.955170299
Metropolitan Bus,19549,King St/Lonsdale St (Melbourne City),-37.814313974,144.955055516
Metropolitan Bus,1955,Police Rd/Princes Hwy (Springvale),-37.932926368,145.156859274
Metropolitan Bus,19550,County Court/Lonsdale St (Melbourne City),-37.813452697,144.957873680
Metropolitan Bus,19551,Hardware St/Lonsdale St (Melbourne City),-37.812644609,144.960644878
Metropolitan Bus,19554,Swanston St/Lonsdale St (Melbourne City),-37.811309983,144.965282006
Metropolitan Bus,19555,Tattersalls Lane/Lonsdale St (Melbourne City),-37.811326624,144.965202036
Metropolitan Bus,19558,Exhibition St/Lonsdale St (Melbourne City),-37.809827717,144.970252419
Metropolitan Bus,19578,Tecoma Station/McNicol Rd (Tecoma),-37.908283970,145.343866705
Metropolitan Bus,19579,Tecoma Station/McNicol Rd (Tecoma),-37.908440649,145.344113432
Metropolitan Bus,19580,Belgrave Station/Belgrave-Gembrook Rd (Belgrave),-37.909276342,145.356151881
Metropolitan Bus,19581,Belgrave Station/Belgrave-Gembrook Rd (Belgrave),-37.909233360,145.356300709
Metropolitan Bus,19582,Belgrave Station/Belgrave-Gembrook Rd (Belgrave),-37.909512172,145.356260380
Metropolitan Bus,19583,Belgrave Station/Belgrave-Gembrook Rd (Belgrave),-37.909460340,145.356420780
Metropolitan Bus,19584,Stanley St/Spencer St (West Melbourne),-37.808227120,144.948612793
Metropolitan Bus,19585,Hawke St/Spencer St (West Melbourne),-37.806860387,144.946719705
Metropolitan Bus,19586,Abbotsford St/Spencer St (West Melbourne),-37.805903408,144.944554087
Metropolitan Bus,19587,Dryburgh St/Spencer St (West Melbourne),-37.805649593,144.943436671
Metropolitan Bus,19588,Hawke St/Spencer St (West Melbourne),-37.807393307,144.947306937
Metropolitan Bus,1959,Carrol St/Cheddar Rd (Reservoir),-37.712790142,145.010531440
Metropolitan Bus,19599,24-Mooltan St/Mt Alexander Rd (Flemington),-37.784218232,144.937172612
Metropolitan Bus,196,Elwers St/Macorna St (Watsonia North),-37.700091962,145.084504217
Metropolitan Bus,19600,25-Mount Alexander College/Mt Alexander Rd (Travancore),-37.782565243,144.933868977
Metropolitan Bus,19601,26-Wellington St/Mt Alexander Rd (Flemington),-37.781435631,144.932662806
Metropolitan Bus,19602,27-Essendon Tram Depot/Mt Alexander Rd (Ascot Vale),-37.779807813,144.931311603
Metropolitan Bus,19603,28-Middle St/Mt Alexander Rd (Ascot Vale),-37.777699002,144.929769508
Metropolitan Bus,19604,29-Warrick St/Mt Alexander Rd (Ascot Vale),-37.775747688,144.928472879
Metropolitan Bus,19605,30-Maribyrnong Rd/Mt Alexander Rd (Ascot Vale),-37.773008330,144.926948557
Metropolitan Bus,19610,Mentone Station/Como Pde (Mentone),-37.982013852,145.064877362
Metropolitan Bus,19611,Mentone Station/Como Pde (Mentone),-37.981949486,145.064799355
Metropolitan Bus,19613,Mentone Station/Como Pde (Mentone),-37.981572675,145.064353837
Metropolitan Bus,19614,Mentone Station/Como Pde (Mentone),-37.981545277,145.064331786
Metropolitan Bus,1962,Harcourt Ave/Princes Hwy (Mulgrave),-37.930687489,145.153160546
Metropolitan Bus,19620,Moorabbin Station/Station St (Moorabbin),-37.935238319,145.036851277
Metropolitan Bus,19623,35-Queens Park/Pascoe Vale Rd (Moonee Ponds),-37.762701993,144.925590399
Metropolitan Bus,19624,36-Murray St/Pascoe Vale Rd (Moonee Ponds),-37.759862863,144.926078359
Metropolitan Bus,19625,37-Buckley St/Pascoe Vale Rd (Moonee Ponds),-37.758254542,144.926350296
Metropolitan Bus,19626,38-Fletcher St/Pascoe Vale Rd (Essendon),-37.756113208,144.926035526
Metropolitan Bus,19628,40-Nicholson St/Fletcher St (Essendon),-37.755455960,144.920957555
Metropolitan Bus,19629,Knox City SC/Burwood Hwy (Wantirna South),-37.869503327,145.238246696
Metropolitan Bus,1963,Kalimna Ave/Princes Hwy (Mulgrave),-37.928256820,145.149307567
Metropolitan Bus,19630,Knox City SC/Burwood Hwy (Wantirna South),-37.869428024,145.238032490
Metropolitan Bus,19631,Knox City SC/Burwood Hwy (Wantirna South),-37.869465086,145.238702344
Metropolitan Bus,19632,Knox City SC/Burwood Hwy (Wantirna South),-37.869339982,145.238773533
Metropolitan Bus,19634,Knox City SC/Burwood Hwy (Wantirna South),-37.869247847,145.238036782
Metropolitan Bus,19635,Knox City SC/Burwood Hwy (Wantirna South),-37.869313291,145.238194381
Metropolitan Bus,19636,Knox City SC/Burwood Hwy (Wantirna South),-37.869370065,145.238374923
Metropolitan Bus,19637,Knox City SC/Burwood Hwy (Wantirna South),-37.869310915,145.238637804
Metropolitan Bus,19639,Box Hill Bus Station/Station St (Box Hill),-37.819235963,145.122326052
Metropolitan Bus,1964,Garden Rd/Princes Hwy (Clayton),-37.925983294,145.145712563
Metropolitan Bus,19640,Box Hill Bus Station/Station St (Box Hill),-37.819265523,145.122484350
Metropolitan Bus,19641,Box Hill Bus Station/Station St (Box Hill),-37.819483353,145.122581075
Metropolitan Bus,19642,Box Hill Bus Station/Station St (Box Hill),-37.819626762,145.122531999
Metropolitan Bus,19643,Box Hill Bus Station/Station St (Box Hill),-37.819779722,145.122516763
Metropolitan Bus,19644,Box Hill Bus Station/Station St (Box Hill),-37.819923312,145.122479043
Metropolitan Bus,19645,Box Hill Bus Station/Station St (Box Hill),-37.820065997,145.122384542
Metropolitan Bus,19646,Box Hill Bus Station/Station St (Box Hill),-37.820036980,145.122260311
Metropolitan Bus,19647,Box Hill Bus Station/Station St (Box Hill),-37.819944542,145.122114965
Metropolitan Bus,19648,Box Hill Bus Station/Station St (Box Hill),-37.819827796,145.122140645
Metropolitan Bus,19649,Box Hill Bus Station/Station St (Box Hill),-37.819531427,145.122204959
Metropolitan Bus,1965,Renver Rd/Princes Hwy (Clayton),-37.923977368,145.142520604
Metropolitan Bus,19650,Box Hill Bus Station/Station St (Box Hill),-37.819693034,145.122166782
Metropolitan Bus,19651,Box Hill Bus Station/Station St (Box Hill),-37.819369821,145.122243136
Metropolitan Bus,19656,Flinders St/Queens Bridge St (Melbourne City),-37.819455663,144.961059516
Metropolitan Bus,1966,Blackburn Rd/Princes Hwy (Clayton),-37.920791672,145.137674881
Metropolitan Bus,19664,48-Service St/Keilor Rd (Essendon),-37.742821493,144.905695701
Metropolitan Bus,19667,51-Bradshaw St/Keilor Rd (Essendon),-37.738772368,144.895925896
Metropolitan Bus,19668,Stanley St/Spencer St (West Melbourne),-37.808670857,144.948736816
Metropolitan Bus,19669,53A-Matthews Ave/Keilor Rd (Essendon),-37.736551632,144.890167536
Metropolitan Bus,1968,Allen St/Warrigal Rd (Malvern East),-37.888670558,145.089156382
Metropolitan Bus,1969,Dalgety St/Warrigal Rd (Oakleigh),-37.891014089,145.088629559
Metropolitan Bus,197,Meakin St/Macorna St (Watsonia North),-37.701952812,145.084218123
Metropolitan Bus,1970,Dandenong Rd/Warrigal Rd (Oakleigh),-37.893899021,145.088145553
Metropolitan Bus,1971,Stretton Dr/Botanica Springs Bvd (Brookfield),-37.696091941,144.550247997
Metropolitan Bus,1972,Atherton Rd/Hanover St (Oakleigh),-37.899389204,145.092154557
Metropolitan Bus,1973,Clyde St/Atherton Rd (Oakleigh),-37.899460444,145.095439456
Metropolitan Bus,1974,Oak Towers Aged Care/Atherton Rd (Oakleigh),-37.899806805,145.097909810
Metropolitan Bus,1975,Begonia Rd/Gardenvale Rd (Gardenvale),-37.897865575,145.007298345
Metropolitan Bus,1976,Henry St/Atherton Rd (Oakleigh),-37.900666774,145.104290666
Metropolitan Bus,1978,Carmichael Rd/Princes Hwy (Oakleigh East),-37.904735720,145.111863452
Metropolitan Bus,1979,Warriston St/Bay St (Brighton),-37.906000536,145.006612575
Metropolitan Bus,198,McKellar St/Watsonia Rd (Watsonia),-37.704090338,145.083766090
Metropolitan Bus,1980,Troups Rd/Western Fwy (Rockbank),-37.733471444,144.667960680
Metropolitan Bus,19800,Oakleigh Station/Portman St (Oakleigh),-37.899647251,145.088065051
Metropolitan Bus,19803,Oakleigh Station/Portman St (Oakleigh),-37.899459147,145.087580889
Metropolitan Bus,19804,Oakleigh Station/Portman St (Oakleigh),-37.899569830,145.087737243
Metropolitan Bus,19805,Oakleigh Station/Portman St (Oakleigh),-37.899643556,145.087837690
Metropolitan Bus,19809,Monash University (Clayton),-37.913686811,145.131768419
Metropolitan Bus,1981,Snooks Ct/Bay St (Brighton),-37.904715229,144.996729610
Metropolitan Bus,19810,Monash University (Clayton),-37.913884450,145.131729293
Metropolitan Bus,19811,Monash University (Clayton),-37.914073262,145.131701766
Metropolitan Bus,19812,Monash University (Clayton),-37.914261893,145.131662868
Metropolitan Bus,19813,Monash University (Clayton),-37.914450524,145.131623970
Metropolitan Bus,19814,Monash University (Clayton),-37.913849862,145.131821169
Metropolitan Bus,19815,Monash University (Clayton),-37.913670239,145.131859838
Metropolitan Bus,19817,Dandenong Station/Foster St (Dandenong),-37.989544169,145.209712895
Metropolitan Bus,19818,Dandenong Station/Foster St (Dandenong),-37.989633907,145.209687940
Metropolitan Bus,19819,Dandenong Station/Foster St (Dandenong),-37.989708748,145.209868311
Metropolitan Bus,1982,Clayton North Primary School/Princes Hwy (Clayton),-37.911551208,145.122722672
Metropolitan Bus,19820,Dandenong Station/Foster St (Dandenong),-37.989821702,145.210184400
Metropolitan Bus,19821,Dandenong Station/Foster St (Dandenong),-37.989850634,145.210308953
Metropolitan Bus,19822,Dandenong Station/Foster St (Dandenong),-37.989405742,145.208907793
Metropolitan Bus,19824,Dandenong Station/Foster St (Dandenong),-37.989653306,145.209186445
Metropolitan Bus,1983,Lewis St/New St (Brighton),-37.902373082,144.993608664
Metropolitan Bus,1984,Wellington Rd/Princes Hwy (Clayton),-37.915231571,145.128601132
Metropolitan Bus,1985,Parker St/Princes Hwy (Clayton),-37.917406325,145.132186212
Metropolitan Bus,1986,Arnott St/Princes Hwy (Clayton),-37.919071464,145.134897052
Metropolitan Bus,1988,Galos Pl/Police Rd (Noble Park North),-37.936620267,145.184030253
Metropolitan Bus,1989,Springvale Crematorium/Police Rd (Springvale),-37.936286657,145.181102780
Metropolitan Bus,199,Bungay St/Watsonia Rd (Watsonia),-37.705825068,145.083483207
Metropolitan Bus,1990,Springvale Cemetery/Police Rd (Springvale),-37.936068621,145.179242067
Metropolitan Bus,1991,Aubyn Ct/Grovelands Dr (Mulgrave),-37.933454756,145.182128351
Metropolitan Bus,1992,Hansworth St/Grovelands Dr (Mulgrave),-37.931557739,145.183585938
Metropolitan Bus,1993,Mayfair Cl/Hansworth St (Mulgrave),-37.931004280,145.182177335
Metropolitan Bus,1994,Huxley Ave/Hansworth St (Mulgrave),-37.930736007,145.178816126
Metropolitan Bus,1995,Kambara Dr/Hansworth St (Mulgrave),-37.931244479,145.175572274
Metropolitan Bus,1996,Albany Dr/Hansworth St (Mulgrave),-37.930942990,145.172985593
Metropolitan Bus,1997,Milton Cres/Albany Dr (Mulgrave),-37.932795186,145.172131896
Metropolitan Bus,1998,Denver Cres/Albany Dr (Mulgrave),-37.934349044,145.171797570
Metropolitan Bus,200,Tennyson St/Watsonia Rd (Watsonia),-37.707964433,145.083144510
Metropolitan Bus,2000,Caesar St/Police Rd (Springvale),-37.934553639,145.167571141
Metropolitan Bus,2001,Nullawil St/Police Rd (Springvale),-37.934048908,145.163521640
Metropolitan Bus,2002,St John Vianneys Catholic School/Police Rd (Springvale),-37.933459334,145.158666465
Metropolitan Bus,2003,Fairview St/Springvale Rd (Springvale),-37.934359060,145.155697040
Metropolitan Bus,2004,Kemp St/Springvale Rd (Springvale),-37.936443639,145.155303578
Metropolitan Bus,20045,Collins St/Keilor Rd (Essendon),-37.743522291,144.907605197
Metropolitan Bus,20047,Grange Rd/Fullarton Rd (Airport West),-37.732730991,144.882650917
Metropolitan Bus,20049,McDougall Rd/Vineyard Rd (Sunbury),-37.587834428,144.715762343
Metropolitan Bus,2005,Pullen Ct/Springvale Rd (Springvale),-37.938896843,145.154855357
Metropolitan Bus,20050,Bulla-Diggers Rest Rd/Old Calder Hwy (Diggers Rest),-37.634891557,144.726865949
Metropolitan Bus,20053,Narani Ct/Vineyard Rd (Sunbury),-37.587458791,144.715909721
Metropolitan Bus,20054,Mullock Rd/Welcome Rd (Diggers Rest),-37.625226182,144.716816050
Metropolitan Bus,20057,Goonawarra Golf Course/Francis Bvd (Sunbury),-37.585204836,144.749146856
Metropolitan Bus,2006,Warner Reserve/Springvale Rd (Springvale),-37.940702694,145.154502952
Metropolitan Bus,20061,Sunbury Sec Col/Racecourse Rd (Sunbury),-37.573696109,144.728886791
Metropolitan Bus,20063,Kismet Park PS/McEwen Dr (Sunbury),-37.566149644,144.728697158
Metropolitan Bus,20064,Herbert Cres/Melba Ave (Sunbury),-37.574173199,144.705106633
Metropolitan Bus,20066,Salmond St/Dumfries St (Deer Park),-37.762063726,144.768393266
Metropolitan Bus,20067,Murphy St/Billingham Rd (Deer Park),-37.759259799,144.770702279
Metropolitan Bus,20069,Birchwood Bvd/Neale Rd (Deer Park),-37.751912041,144.770525622
Metropolitan Bus,2007,Rosalie St/Springvale Rd (Springvale),-37.944593470,145.153779721
Metropolitan Bus,20070,Furlong Rd/Station Rd (Cairnlea),-37.760679584,144.776686981
Metropolitan Bus,20073,Keilor Rd/The Avenue (Niddrie),-37.732496652,144.878640825
Metropolitan Bus,20080,Clarks Rd/Quinn Gr (Keilor East),-37.737235891,144.870097032
Metropolitan Bus,20082,Osborne St/Victoria St (Williamstown),-37.863716408,144.888216679
Metropolitan Bus,20083,Bunbury St/Douglas Pde (Newport),-37.848643596,144.892942654
Metropolitan Bus,20084,Madigan Reserve/Mason St (Newport),-37.841500809,144.873089364
Metropolitan Bus,20085,Macdonald Ave/Blackshaws Rd (Altona North),-37.832400910,144.858773193
Metropolitan Bus,20086,Melville Cl/Old Calder Hwy (Keilor),-37.711747289,144.822083824
Metropolitan Bus,20088,Keilor Rd/The Avenue (Niddrie),-37.732596955,144.878706043
Metropolitan Bus,20089,Fifth Ave/Blackshaws Rd (Altona North),-37.831621247,144.851592263
Metropolitan Bus,2009,Springvale Station/Springvale Rd (Springvale),-37.949094835,145.152915928
Metropolitan Bus,20092,Bennett St/Fairbairn Rd (Sunshine West),-37.800506319,144.818377402
Metropolitan Bus,20093,Surrey Hills Station/Union Rd (Surrey Hills),-37.824766541,145.097452256
Metropolitan Bus,20094,Spencer Rd/Prospect Hill Rd (Canterbury),-37.829827485,145.071189504
Metropolitan Bus,20095,Somerville Rd/Fairbairn Rd (Sunshine West),-37.807983100,144.818225496
Metropolitan Bus,20096,Brenco Aerospace/Fairbairn Rd (Sunshine West),-37.810605676,144.817750740
Metropolitan Bus,20097,Glen Iris Station/Wills St (Glen Iris),-37.859220774,145.058374963
Metropolitan Bus,20098,Wilkins St/Douglas Pde (Newport),-37.847120103,144.891906407
Metropolitan Bus,20099,Osborne St/Victoria St (Williamstown),-37.863812185,144.888532220
Metropolitan Bus,201,Watsonia Railway Station/Grace St (Watsonia),-37.710302131,145.082256179
Metropolitan Bus,20100,Williamstown Botanic Gardens/Osborne St (Williamstown),-37.866426707,144.897153619
Metropolitan Bus,20101,Williamstown Station/Ann St (Williamstown),-37.866972717,144.906550357
Metropolitan Bus,20102,Cooper St/Keilor Rd (Essendon),-37.739911630,144.898662540
Metropolitan Bus,20105,Roberts Rd/Fullarton Rd (Keilor Park),-37.728319736,144.865916193
Metropolitan Bus,20106,Huxtable Ave/Blackshaws Rd (Altona North),-37.831461499,144.851233316
Metropolitan Bus,20107,Valerian Ave/Blackshaws Rd (Altona North),-37.831272923,144.849295906
Metropolitan Bus,20110,Parramatta Rd/Old Calder Hwy (Keilor),-37.714037732,144.824603155
Metropolitan Bus,20111,Melton Hwy/Parmelia Dr (Taylors Lakes),-37.698850126,144.786213868
Metropolitan Bus,20115,Rangeview Ave/Chadstone Rd (Malvern East),-37.884542442,145.078597582
Metropolitan Bus,20116,Fenwick St/Chadstone Rd (Malvern East),-37.881919157,145.079097826
Metropolitan Bus,20117,Armstrong Ct/Chadstone Rd (Malvern East),-37.880652738,145.079358128
Metropolitan Bus,20118,Waverley Rd/Chadstone Rd (Malvern East),-37.878801539,145.079679087
Metropolitan Bus,20119,Trumper St/Bowen St (Camberwell),-37.839556577,145.063277063
