Type,stop_id,stop_name,stop_lat,stop_lon
Metropolitan Tram,20569,74-Glenferrie Station/Glenferrie Rd (Hawthorn),-37.820534761,145.035668294
Metropolitan Tram,20570,75-Chrystobel Cres/Glenferrie Rd (Hawthorn),-37.818881481,145.035962051
Metropolitan Tram,20571,75-Liddiard St/Glenferrie Rd (Hawthorn),-37.818606404,145.036219269
Metropolitan Tram,20572,76-Johnson St/Glenferrie Rd (Hawthorn),-37.816850626,145.036311240
Metropolitan Tram,20573,76-Johnson St/Glenferrie Rd (Hawthorn),-37.816774100,145.036585907
Metropolitan Tram,20584,77-Barkers Rd/Glenferrie Rd (Hawthorn),-37.814811708,145.036717418
Metropolitan Tram,20589,77-Barkers Rd/Glenferrie Rd (Hawthorn),-37.814616942,145.036927052
Metropolitan Tram,20590,78-Fitzwilliam St/Glenferrie Rd (Hawthorn),-37.812116346,145.037209114
Metropolitan Tram,20591,78-Fitzwilliam St/Glenferrie Rd (Hawthorn),-37.812021423,145.037461531
Metropolitan Tram,20592,79-Wellington St/Glenferrie Rd (Hawthorn),-37.810086808,145.037637705
Metropolitan Tram,20593,79-Wellington St/Glenferrie Rd (Hawthorn),-37.809900670,145.037824376
Metropolitan Tram,20594,80-Cotham Rd/Glenferrie Rd (Kew),-37.807922905,145.038115262
Metropolitan Tram,20595,80-Cotham Rd/Glenferrie Rd (Kew),-37.807896071,145.038127331
Metropolitan Tram,20597,37-Chapel St/Carlisle St (St Kilda),-37.868444941,144.990493805
Metropolitan Tram,20598,38-Balaclava Station/Carlisle St (Balaclava),-37.868862041,144.993813272
Metropolitan Tram,20599,39-Carlisle Ave/Carlisle St (St Kilda),-37.869245256,144.996735816
Metropolitan Tram,20647,40-Hotham St/Balaclava Rd (St Kilda East),-37.869609805,144.999624792
Metropolitan Tram,20648,41-Vadlure Ave/Balaclava Rd (St Kilda East),-37.869984449,145.002581734
Metropolitan Tram,20774,52-Hoffmans Rd/Keilor Rd (Essendon),-37.737477367,144.892546940
Metropolitan Tram,20775,37-Buckley St/Pascoe Vale Rd (Essendon),-37.757932074,144.926461459
Metropolitan Tram,20778,25-St James Park/Burwood Rd (Hawthorn),-37.820884364,145.021026568
Metropolitan Tram,20779,25-St James Park/Burwood Rd (Hawthorn),-37.820957953,145.021115487
Metropolitan Tram,20780,26-Hawthorn Railway Station/Burwood Rd (Hawthorn),-37.821452677,145.024817216
Metropolitan Tram,20781,26-Hawthorn Railway Station/Burwood Rd (Hawthorn),-37.821286536,145.024583072
Metropolitan Tram,20782,27-Burwood Rd/Power St (Hawthorn),-37.821747476,145.026274891
Metropolitan Tram,20783,27-Power St/Burwood Rd (Hawthorn),-37.821468233,145.026282330
Metropolitan Tram,20784,28-Wattle Rd/Power St (Hawthorn),-37.824777586,145.025864688
Metropolitan Tram,20785,28-Wattle Rd/Power St (Hawthorn),-37.824910228,145.025713457
Metropolitan Tram,20895,44-Burke Rd/Doncaster Rd (Balwyn North),-37.793467988,145.064265460
Metropolitan Tram,20979,0-Bourke St/Spring St (Melbourne City),-37.811663619,144.973246376
Metropolitan Tram,20980,38-Normanby Ave/High St (Thornbury),-37.759650519,145.000320515
Metropolitan Tram,20981,D1-Stadium Precinct/La Trobe St (Docklands),-37.814565862,144.946744772
Metropolitan Tram,21042,42-Allan Rd/Balaclava Rd (Caulfield North),-37.870341774,145.005584647
Metropolitan Tram,21057,43-Orrong Rd/Balaclava Rd (Caulfield North),-37.870747522,145.008790914
Metropolitan Tram,21058,44-Otira Rd/Balaclava Rd (Caulfield North),-37.871177724,145.012383084
Metropolitan Tram,21059,45-Kent Gr/Balaclava Rd (Caulfield North),-37.871557034,145.015101297
Metropolitan Tram,21060,46-Kooyong Rd/Balaclava Rd (Caulfield North),-37.871893539,145.017957109
Metropolitan Tram,21061,41-Burke Rd/Camberwell Rd (Camberwell),-37.832084366,145.057723115
Metropolitan Tram,21062,42-Camberwell Primary School/Camberwell Rd (Camberwell),-37.833049496,145.058868144
Metropolitan Tram,21063,42-Camberwell Primary School/Camberwell Rd (Camberwell),-37.833338875,145.058928734
Metropolitan Tram,21064,43-Camberwell Civic Centre/Camberwell Rd (Camberwell),-37.834565573,145.060635083
Metropolitan Tram,21065,43-Camberwell Civic Centre/Camberwell Rd (Camberwell),-37.834809350,145.060662788
Metropolitan Tram,21066,44-Trafalgar Rd/Camberwell Rd (Camberwell),-37.835924377,145.062156224
Metropolitan Tram,21067,44-Trafalgar Rd/Camberwell Rd (Camberwell),-37.836416977,145.062518314
Metropolitan Tram,21068,45-Bowen St/Camberwell Rd (Camberwell),-37.837706309,145.064200428
Metropolitan Tram,21069,45-Bowen St/Camberwell Rd (Camberwell),-37.837913492,145.064195012
Metropolitan Tram,21070,46-Christowel St/Camberwell Rd (Camberwell),-37.839404336,145.066076468
Metropolitan Tram,21071,46-Acheron Ave/Camberwell Rd (Camberwell),-37.839813615,145.066304413
Metropolitan Tram,21072,47-Maple Cres/Camberwell Rd (Camberwell),-37.840808860,145.067642068
Metropolitan Tram,21073,47-Orange Gr/Camberwell Rd (Camberwell),-37.841154147,145.067814876
Metropolitan Tram,21074,48-Orrong Cres/Camberwell Rd (Camberwell),-37.842121793,145.069119203
Metropolitan Tram,21075,48-Glen Iris Rd/Camberwell Rd (Camberwell),-37.842338731,145.069159001
Metropolitan Tram,21076,49-Tyrone St/Camberwell Rd (Camberwell),-37.844142287,145.071430268
Metropolitan Tram,21077,49-Wilson Gr/Camberwell Rd (Camberwell),-37.844432218,145.071524993
Metropolitan Tram,21078,50-Fordham Gardens/Camberwell Rd (Camberwell),-37.845913944,145.073406997
Metropolitan Tram,21079,50-Smith Rd/Camberwell Rd (Camberwell),-37.845910597,145.073202522
Metropolitan Tram,21080,51-Toorak Rd/Camberwell Rd (Camberwell),-37.847842607,145.075618398
Metropolitan Tram,21081,52-Summerhill Rd/Toorak Rd (Camberwell),-37.848199851,145.077075180
Metropolitan Tram,21082,52-Summerhill Rd/Toorak Rd (Camberwell),-37.848358555,145.077412004
Metropolitan Tram,21083,53-Highfield Rd/Toorak Rd (Camberwell),-37.848736734,145.081811789
Metropolitan Tram,21084,53-Lithgow St/Toorak Rd (Camberwell),-37.848915846,145.082295842
Metropolitan Tram,21085,54-Oberwyl Rd/Toorak Rd (Camberwell),-37.849038666,145.084304268
Metropolitan Tram,21086,54-Grandview Ave/Toorak Rd (Camberwell),-37.849196610,145.084595672
Metropolitan Tram,21087,55-Through Rd/Toorak Rd (Camberwell),-37.849321238,145.086717714
Metropolitan Tram,21088,55-Beryl St/Toorak Rd (Camberwell),-37.849519269,145.087258120
Metropolitan Tram,21089,56-Barkly St/Toorak Rd (Camberwell),-37.849656361,145.089595793
Metropolitan Tram,21090,56-Alfred Rd/Toorak Rd (Camberwell),-37.849853089,145.090056687
Metropolitan Tram,21091,57-Fairview Ave/Toorak Rd (Camberwell),-37.849980565,145.092360528
Metropolitan Tram,21092,57-Queens Pde/Toorak Rd (Camberwell),-37.850157794,145.092731012
Metropolitan Tram,21093,58-Warrigal Rd/Burwood Hwy (Camberwell),-37.850328236,145.095465642
Metropolitan Tram,21094,58-Warrigal Rd/Burwood Hwy (Burwood),-37.850433390,145.095837990
Metropolitan Tram,21095,59-Somers St/Burwood Hwy (Burwood),-37.850700447,145.098979307
Metropolitan Tram,21096,59-Gilmour St/Burwood Hwy (Burwood),-37.850741635,145.098739578
Metropolitan Tram,21097,60-Roslyn St/Burwood Hwy (Burwood),-37.850444214,145.102088606
Metropolitan Tram,21098,60-Millicent St/Burwood Hwy (Burwood),-37.850508370,145.102155152
Metropolitan Tram,21099,61-Presbyterian Ladies College/Burwood Hwy (Burwood),-37.849967082,145.105476304
Metropolitan Tram,21100,61-Presbyterian Ladies College/Burwood Hwy (Burwood),-37.849979929,145.105714645
Metropolitan Tram,21101,62-Elgar Rd/Burwood Hwy (Burwood),-37.849505312,145.108704456
Metropolitan Tram,21102,62-Elgar Rd/Burwood Hwy (Burwood),-37.849591196,145.108440863
Metropolitan Tram,21103,63-Deakin University/Burwood Hwy (Burwood),-37.849988608,145.115238470
Metropolitan Tram,21104,63-Deakin University/Burwood Hwy (Burwood),-37.850081419,145.115406585
Metropolitan Tram,21105,64-Station St/Burwood Hwy (Burwood),-37.850550744,145.119395223
Metropolitan Tram,21106,64-Station St/Burwood Hwy (Burwood),-37.850605828,145.120587183
Metropolitan Tram,21107,65-Starling St/Burwood Hwy (Burwood),-37.851259562,145.125980526
Metropolitan Tram,21108,65-Starling St/Burwood Hwy (Burwood),-37.851364079,145.126318843
Metropolitan Tram,21109,66-Middleborough Rd/Burwood Hwy (Burwood),-37.852019537,145.131837274
Metropolitan Tram,21110,66-Middleborough Rd/Burwood Hwy (Burwood),-37.852023329,145.133212411
Metropolitan Tram,21111,67-Old Burwood Rd/Burwood Hwy (Burwood East),-37.851479482,145.138136016
Metropolitan Tram,21112,67-Old Burwood Rd/Burwood Hwy (Burwood East),-37.851481997,145.138295070
Metropolitan Tram,21113,68-Benwerrin Reserve/Burwood Hwy (Burwood East),-37.851286306,145.141880112
Metropolitan Tram,21114,68-Benwerrin Reserve/Burwood Hwy (Burwood East),-37.851378900,145.142036904
Metropolitan Tram,21115,69-Keats St/Burwood Hwy (Burwood East),-37.851850728,145.146241679
Metropolitan Tram,21116,69-Highview Gr/Burwood Hwy (Burwood East),-37.851942422,145.146341672
Metropolitan Tram,21117,70-Blackburn Rd/Burwood Hwy (Burwood East),-37.852576342,145.151122108
Metropolitan Tram,21118,70-Blackburn Rd/Burwood Hwy (Burwood East),-37.852693537,145.152846766
Metropolitan Tram,21119,71-Sevenoaks Rd/Burwood Hwy (Burwood East),-37.853620857,145.158540640
Metropolitan Tram,21120,71-Sevenoaks Rd/Burwood Hwy (Burwood East),-37.853591754,145.158984632
Metropolitan Tram,21121,72-Lakeside Dr/Burwood Hwy (Burwood East),-37.854364928,145.164637015
Metropolitan Tram,21122,72-Lakeside Dr/Burwood Hwy (Burwood East),-37.854414265,145.166067905
Metropolitan Tram,21123,73-Springvale Rd/Burwood Hwy (Burwood East),-37.854762820,145.168196082
Metropolitan Tram,21124,73-Springvale Rd/Burwood Hwy (Vermont South),-37.854937527,145.170158087
Metropolitan Tram,21125,74-Stanley Rd/Burwood Hwy (Vermont South),-37.855543992,145.174973711
Metropolitan Tram,21126,74-Stanley Rd/Burwood Hwy (Vermont South),-37.855556196,145.174598327
Metropolitan Tram,21127,75-Vermont South Shopping Centre/Burwood Hwy (Vermont South),-37.856444697,145.181930414
Metropolitan Tram,2113,36-Rogers St/Sydney Rd (Coburg),-37.735840384,144.966056443
Metropolitan Tram,21196,51-Bradshaw St/Keilor Rd (Essendon),-37.738599408,144.895828664
Metropolitan Tram,21231,1-Spencer St/Flinders St (Melbourne City),-37.820834292,144.955852560
Metropolitan Tram,21232,1-Spencer St/Flinders St (Melbourne City),-37.821051394,144.955380790
Metropolitan Tram,21233,2-Melbourne Aquarium/Flinders St (Melbourne City),-37.820309723,144.957821021
Metropolitan Tram,21234,2-Melbourne Aquarium/Flinders St (Melbourne City),-37.820109248,144.958212799
Metropolitan Tram,21961,29-Moore St/Sydney Rd (Coburg),-37.753502309,144.964415133
Metropolitan Tram,21962,20-Barkly Square/Sydney Rd (Brunswick),-37.774655846,144.960928579
Metropolitan Tram,21963,35-Carlisle St/St Kilda Rd (St Kilda),-37.867324647,144.986636498
Metropolitan Tram,21964,40-Camberwell Junction/Camberwell Rd (Camberwell),-37.831593638,145.056929261
Metropolitan Tram,21966,21-Church St/Victoria St (Richmond),-37.810647650,145.000796923
Metropolitan Tram,22100,15-Smith St/Victoria Pde (Fitzroy),-37.808918714,144.982908161
Metropolitan Tram,22109,131-St Kilda Rd/Fitzroy St (St Kilda),-37.856966321,144.982201464
Metropolitan Tram,22110,131-St Kilda Rd/Fitzroy St (St Kilda),-37.856797321,144.982331099
Metropolitan Tram,22111,132-Princes St/Fitzroy St (St Kilda),-37.857929675,144.980572556
Metropolitan Tram,22112,132-Princes St/Fitzroy St (St Kilda),-37.858049348,144.980194204
Metropolitan Tram,22152,7-Exhibition St/Collins St (Melbourne City),-37.814215352,144.970711583
Metropolitan Tram,22153,7-Exhibition St/Collins St (Melbourne City),-37.814383168,144.970513876
Metropolitan Tram,22305,52-Treadwell Rd/Keilor Rd (Niddrie),-37.737230521,144.892349685
Metropolitan Tram,2232,49-Tooronga Rd/Wattletree Rd (Malvern East),-37.863985498,145.040278270
Metropolitan Tram,22320,48-Wests Rd/Cordite Ave (Maribyrnong),-37.769314544,144.882425130
Metropolitan Tram,22559,22-Scotchmer St/St Georges Rd (Fitzroy North),-37.783218168,144.984027240
Metropolitan Tram,22560,23-Hawthorn Bridge/Bridge Rd (Hawthorn),-37.819949901,145.016371024
Metropolitan Tram,22561,23-Hawthorn Bridge/Bridge Rd (Hawthorn),-37.820019476,145.016221475
Metropolitan Tram,22612,116-City Rd/Kings Way (Southbank),-37.826300145,144.960802963
Metropolitan Tram,22903,7A-William Barak Bridge/Melbourne Park (Melbourne City),-37.818166918,144.976203890
Metropolitan Tram,22904,7A-William Barak Bridge/Melbourne Park (Melbourne City),-37.818322613,144.975824754
Metropolitan Tram,378,39-Mercy College/Sydney Rd (Coburg North),-37.730438546,144.963753389
Metropolitan Tram,398,41-Armadale St/Wattletree Rd (Armadale),-37.860941532,145.017795885
Metropolitan Tram,4039,128-Dorcas St/Clarendon St (South Melbourne),-37.833153428,144.960534730
Metropolitan Tram,4084,129-Park St/Clarendon St (South Melbourne),-37.835433570,144.961585479
Metropolitan Tram,409,42-Kooyong Rd/Wattletree Rd (Armadale),-37.861188508,145.019619319
Metropolitan Tram,4124,127-York St/Clarendon St (South Melbourne),-37.830982154,144.959526491
Metropolitan Tram,4125,126-City Rd/Clarendon St (South Melbourne),-37.827222559,144.957869037
Metropolitan Tram,4126,130a-Raglan St/Clarendon St (South Melbourne),-37.837613639,144.962582227
Metropolitan Tram,4127,130-Clarendon St/Albert Rd (South Melbourne),-37.839520105,144.962870666
Metropolitan Tram,4128,131-Melbourne Sports & Aquatic Centre/Albert Rd (Albert Park),-37.840688205,144.961111269
Metropolitan Tram,4129,132-Kerferd Rd/Canterbury Rd (Albert Park),-37.842450963,144.959346789
Metropolitan Tram,4130,133-Canterbury Rd/Mills St (Middle Park),-37.844068653,144.960131771
Metropolitan Tram,4131,134-Carter St/Mills St (Middle Park),-37.845596860,144.958873680
Metropolitan Tram,4132,135-Richardson St/Mills St (Middle Park),-37.847409740,144.957403119
Metropolitan Tram,4133,136-Mills St/Danks St (Middle Park),-37.849738781,144.956077337
Metropolitan Tram,4134,137-Harold St/Danks St (Middle Park),-37.851360663,144.959180695
Metropolitan Tram,4135,143-Fitzroy St/Park St (St Kilda),-37.860987642,144.974453381
Metropolitan Tram,4136,142-Mary St/Park St (St Kilda West),-37.859794375,144.973190271
Metropolitan Tram,4137,141-Deakin St/Park St (St Kilda West),-37.857491026,144.970786917
Metropolitan Tram,4138,140-Fraser St/Park St (St Kilda West),-37.855756836,144.967424718
Metropolitan Tram,4139,139-Langridge St/Patterson St (Middle Park),-37.854787876,144.965587358
Metropolitan Tram,4140,138-Armstrong St/Danks St (Middle Park),-37.853075491,144.962452111
Metropolitan Tram,4141,13-Gertrude St/Brunswick St (Fitzroy),-37.805854534,144.977119345
Metropolitan Tram,4142,14-Hanover St/Brunswick St (Fitzroy),-37.802835010,144.977610616
Metropolitan Tram,4143,15-Bell St/Brunswick St (Fitzroy),-37.800445232,144.978039239
Metropolitan Tram,4144,16-Johnston St/Brunswick St (Fitzroy),-37.798531295,144.978364001
Metropolitan Tram,4145,17-Leicester St/Brunswick St (Fitzroy),-37.795628858,144.978851968
Metropolitan Tram,4146,18-Alexandra Pde/Brunswick St (Fitzroy),-37.793625034,144.979190488
Metropolitan Tram,4147,19-Newry St/Brunswick St (Fitzroy North),-37.790803464,144.979664823
Metropolitan Tram,4148,20-Fitzroy Bowls Club/Brunswick St (Fitzroy North),-37.788296572,144.980096482
Metropolitan Tram,4149,21-Alfred Cres/St Georges Rd (Fitzroy North),-37.785425888,144.981911976
Metropolitan Tram,4150,22-Scotchmer St/St Georges Rd (Fitzroy North),-37.783409925,144.983647322
Metropolitan Tram,4151,23-Park St/St Georges Rd (Fitzroy North),-37.781509285,144.985277250
Metropolitan Tram,4152,24-Holden St/St Georges Rd (Fitzroy North),-37.780070616,144.986519867
Metropolitan Tram,4153,25-Miller St/St Georges Rd (Fitzroy North),-37.778019321,144.988301331
Metropolitan Tram,4154,26-Clarke St/St Georges Rd (Northcote),-37.775926348,144.989754567
Metropolitan Tram,4155,27-Westbourne Gr/St Georges Rd (Northcote),-37.773815352,144.990152348
Metropolitan Tram,4156,28-Sumner Ave/St Georges Rd (Northcote),-37.771570593,144.990633195
Metropolitan Tram,4157,29-Arthurton Rd/St Georges Rd (Northcote),-37.768552909,144.991237101
Metropolitan Tram,4158,30-Gladstone Ave/St Georges Rd (Northcote),-37.765293752,144.991949652
Metropolitan Tram,4159,31-Bird Ave/St Georges Rd (Northcote),-37.762447975,144.992594201
Metropolitan Tram,4160,32-Normanby Ave/St Georges Rd (Thornbury),-37.758953636,144.993256222
Metropolitan Tram,4161,33-Hutton St/St Georges Rd (Thornbury),-37.755414444,144.993930735
Metropolitan Tram,4162,34-Miller St/St Georges Rd (Preston),-37.752033203,144.994884662
Metropolitan Tram,4163,36-Bracken Ave/Miller St (Thornbury),-37.751440680,144.991314089
Metropolitan Tram,4164,37-Miller St/Gilbert Rd (Preston),-37.750312430,144.988041831
Metropolitan Tram,4165,38-Oakover Rd/Gilbert Rd (Preston),-37.748083166,144.988374596
Metropolitan Tram,4166,39-Latona Ave/Gilbert Rd (Preston),-37.745639263,144.988803941
Metropolitan Tram,4167,40-Bell St/Gilbert Rd (Preston),-37.744075017,144.989027866
Metropolitan Tram,4168,41-Bruce St/Gilbert Rd (Preston),-37.741316419,144.989499721
Metropolitan Tram,4169,42-Cramer St/Gilbert Rd (Preston),-37.739096153,144.989832146
Metropolitan Tram,4170,43-Murray Rd/Gilbert Rd (Preston),-37.736714519,144.990214303
Metropolitan Tram,4171,44-Cooper St/Gilbert Rd (Preston),-37.734540060,144.990590831
Metropolitan Tram,4172,45-Jacka St/Gilbert Rd (Preston),-37.732994401,144.990848213
Metropolitan Tram,4173,46-McNamara St/Gilbert Rd (Preston),-37.730056212,144.991358804
Metropolitan Tram,4174,71-RMIT/Plenty Rd (Bundoora),-37.678984257,145.069501503
Metropolitan Tram,4175,70-Clements Dr/Plenty Rd (Bundoora),-37.681355569,145.069020475
Metropolitan Tram,4176,69-Taunton Dr/Plenty Rd (Bundoora),-37.688021849,145.066658898
Metropolitan Tram,4177,68-Greenhills Rd/Plenty Rd (Bundoora),-37.691686049,145.063138783
Metropolitan Tram,4178,67-Bundoora Square SC/Plenty Rd (Bundoora),-37.695673866,145.059575854
Metropolitan Tram,4179,66-Settlement Rd/Plenty Rd (Bundoora),-37.697959939,145.058847081
Metropolitan Tram,4180,65-Grimshaw St/Plenty Rd (Bundoora),-37.700120826,145.058178238
Metropolitan Tram,4181,64-Mount Cooper Dr/Plenty Rd (Bundoora),-37.703671127,145.055964500
Metropolitan Tram,4182,63-Greenwood Dr/Plenty Rd (Bundoora),-37.707384889,145.052192239
Metropolitan Tram,4183,62-Metropolitan Fire Brigade/Plenty Rd (Bundoora),-37.710530822,145.048967649
Metropolitan Tram,4185,61-Bundoora Park/Plenty Rd (Bundoora),-37.712488170,145.046352555
Metropolitan Tram,4186,60-La Trobe University/Plenty Rd (Bundoora),-37.716447102,145.043253578
Metropolitan Tram,4187,59-Preston Cemetery/Plenty Rd (Kingsbury),-37.718982247,145.039624536
Metropolitan Tram,4188,58-Browning St/Plenty Rd (Kingsbury),-37.720008332,145.036840608
Metropolitan Tram,4189,57-Reservoir District Secondary College/Plenty Rd (Reservoir),-37.722688974,145.030064599
Metropolitan Tram,4190,56-Loddon Ave/Plenty Rd (Reservoir),-37.723985737,145.027851854
Metropolitan Tram,4191,55-Boldrewood Pde/Plenty Rd (Reservoir),-37.725435758,145.022957310
Metropolitan Tram,4192,54-Wilkinson St/Plenty Rd (Reservoir),-37.727332917,145.020013561
Metropolitan Tram,4193,53-Ethel Gr/Plenty Rd (Reservoir),-37.729133200,145.017208402
Metropolitan Tram,4195,51-Wood St/Plenty Rd (Preston),-37.734469711,145.013548365
Metropolitan Tram,4196,50-Sylvester Gr/Plenty Rd (Preston),-37.736838818,145.012418357
Metropolitan Tram,4197,49-Murray Rd/Plenty Rd (Preston),-37.738893784,145.011364768
Metropolitan Tram,4198,48-Gower St/Plenty Rd (Preston),-37.741152858,145.009590707
Metropolitan Tram,4199,47-David St/Plenty Rd (Preston),-37.743207022,145.007958213
Metropolitan Tram,4201,45-Bell St/Plenty Rd (Preston),-37.745760224,145.005994462
Metropolitan Tram,4202,44-Seymour St/Plenty Rd (Preston),-37.747061155,145.005119698
Metropolitan Tram,4203,43-Raglan St/Plenty Rd (Preston),-37.749181955,145.003700796
Metropolitan Tram,4204,42-Miller St/High St (Thornbury),-37.752461626,145.001535585
Metropolitan Tram,4205,41-Blythe St/High St (Thornbury),-37.754358033,145.001234849
Metropolitan Tram,4206,40-Mansfield St/High St (Thornbury),-37.756721303,145.000830721
Metropolitan Tram,4323,127-York St/Clarendon St (South Melbourne),-37.830604826,144.959593697
Metropolitan Tram,4324,126-City Rd/Clarendon St (South Melbourne),-37.828059908,144.958345860
Metropolitan Tram,4331,128-Dorcas St/Clarendon St (South Melbourne),-37.832794311,144.960612793
Metropolitan Tram,4332,129-Park St/Clarendon St (South Melbourne),-37.835029415,144.961664780
Metropolitan Tram,4333,130-Albert Rd/Clarendon St (South Melbourne),-37.838942875,144.963363805
Metropolitan Tram,4334,131-Melbourne Sports & Aquatic Centre/Albert Rd (Albert Park),-37.840577009,144.961455237
Metropolitan Tram,43472,D14-Southern Cross Station/Collins St (Docklands),-37.819680663,144.952215015
Metropolitan Tram,43473,D15-Batman's Hill/Collins St (Docklands),-37.820266213,144.950131243
Metropolitan Tram,43474,D17-Merchant St/Collins St (Docklands),-37.821526770,144.945415814
Metropolitan Tram,43475,D16-Harbour Esp/Collins St (Docklands),-37.820797483,144.948037581
Metropolitan Tram,43476,D15-Batman's Hill/Collins St (Docklands),-37.820073980,144.950477372
Metropolitan Tram,43477,D14-Southern Cross Station/Collins St (Docklands),-37.819471002,144.952595698
Metropolitan Tram,43480,D16-Harbour Esp/Collins St (Docklands),-37.820862315,144.948138030
Metropolitan Tram,4384,132-Canterbury Rd/Albert Rd (Albert Park),-37.842282775,144.959521881
Metropolitan Tram,4440,133-Canterbury Rd/Mills St (Middle Park),-37.844500025,144.960063063
Metropolitan Tram,4441,134-Carter St/Mills St (Middle Park),-37.845663850,144.959099118
Metropolitan Tram,4442,135-Richardson St/Mills St (Middle Park),-37.847227483,144.957805907
Metropolitan Tram,4443,136-Danks St/Mills St (Middle Park),-37.849324245,144.956077420
Metropolitan Tram,4444,137-Harold St/Danks St (Middle Park),-37.851012867,144.958872063
Metropolitan Tram,4445,142-Mary St/Park St (St Kilda West),-37.859476962,144.973073936
Metropolitan Tram,4446,141-Cowderoy St/Park St (St Kilda West),-37.857179680,144.970499938
Metropolitan Tram,4447,140-Fraser St/Patterson St (Middle Park),-37.855427271,144.967126894
Metropolitan Tram,4448,139-Langridge St/Patterson St (Middle Park),-37.854467510,144.965300658
Metropolitan Tram,4449,138-Armstrong St/Danks St (Middle Park),-37.852701074,144.962166920
Metropolitan Tram,4450,13-Gertrude St/Brunswick St (Fitzroy),-37.805596629,144.977319472
Metropolitan Tram,4451,14-King William St/Brunswick St (Fitzroy),-37.802703210,144.977807293
Metropolitan Tram,4452,15-St David St/Brunswick St (Fitzroy),-37.800537842,144.978184360
Metropolitan Tram,4453,16-Johnston St/Brunswick St (Fitzroy),-37.798165686,144.978589753
Metropolitan Tram,4454,17-Leicester St/Brunswick St (Fitzroy),-37.795460831,144.979038254
Metropolitan Tram,4455,18-Alexandra Pde/Brunswick St (Fitzroy North),-37.792926726,144.979459353
Metropolitan Tram,4456,19-Newry St/Brunswick St (Fitzroy North),-37.790536935,144.979887845
Metropolitan Tram,4457,20-Fitzroy Bowls Club/Brunswick St (Fitzroy North),-37.788173774,144.980292869
Metropolitan Tram,4458,21-Alfred Cres/St Georges Rd (Fitzroy North),-37.785384933,144.982151546
Metropolitan Tram,4460,23-Park St/St Georges Rd (Fitzroy North),-37.781734864,144.985293833
Metropolitan Tram,4461,24-Holden St/St Georges Rd (Fitzroy North),-37.779878655,144.986888412
Metropolitan Tram,4462,25-Miller St/St Georges Rd (Fitzroy North),-37.777951524,144.988552956
Metropolitan Tram,4463,26-Clarke St/St Georges Rd (Northcote),-37.775738930,144.989861827
Metropolitan Tram,4464,27-Westbourne Gr/St Georges Rd (Northcote),-37.773664545,144.990292671
Metropolitan Tram,4465,28-Sumner Ave/St Georges Rd (Northcote),-37.771473056,144.990726660
Metropolitan Tram,4466,29-Arthurton Rd/St Georges Rd (Northcote),-37.768144552,144.991600078
Metropolitan Tram,4468,30-Gladstone Ave/St Georges Rd (Northcote),-37.765198148,144.992156574
Metropolitan Tram,4469,31-Gadd St/St Georges Rd (Northcote),-37.762627743,144.992566637
Metropolitan Tram,4470,32-Normanby Ave/St Georges Rd (Thornbury),-37.758462269,144.993507871
Metropolitan Tram,4471,33-Hutton St/St Georges Rd (Thornbury),-37.755121439,144.994188360
Metropolitan Tram,4472,34-Miller St/St Georges Rd (Preston),-37.752268177,144.994923719
Metropolitan Tram,4473,36-Devon St/Miller St (Preston),-37.751263149,144.990944344
Metropolitan Tram,4474,35-St Georges Rd/Miller St (Preston),-37.751644133,144.994793016
Metropolitan Tram,4475,37-Miller St/Gilbert Rd (Preston),-37.750602227,144.988124779
Metropolitan Tram,4476,38-Oakover Rd/Gilbert Rd (Preston),-37.748230195,144.988540855
Metropolitan Tram,4477,39-Latona Ave/Gilbert Rd (Preston),-37.745623959,144.988963241
Metropolitan Tram,4478,40-Bell St/Gilbert Rd (Preston),-37.743538038,144.989246677
Metropolitan Tram,4479,41-Bruce St/Gilbert Rd (Preston),-37.740959593,144.989713645
Metropolitan Tram,4480,42-Cramer St/Gilbert Rd (Preston),-37.738910280,144.990030090
Metropolitan Tram,4481,43-Murray Rd/Gilbert Rd (Preston),-37.736465591,144.990413944
Metropolitan Tram,4482,44-Cooper St/Gilbert Rd (Preston),-37.734605629,144.990736573
Metropolitan Tram,4483,45-Jacka St/Gilbert Rd (Preston),-37.732763680,144.991058697
Metropolitan Tram,4484,47-West Preston/Gilbert Rd (Preston),-37.729185939,144.991586557
Metropolitan Tram,4485,70-Janefield Dr/Plenty Rd (Bundoora),-37.682318339,145.068927472
Metropolitan Tram,4486,69-Taunton Dr/Plenty Rd (Bundoora),-37.688157345,145.066678060
Metropolitan Tram,4487,68-Greenhills Rd/Plenty Rd (Bundoora),-37.691927408,145.063019094
Metropolitan Tram,4488,67-Bundoora Square SC/Plenty Rd (Bundoora),-37.695908265,145.059581084
Metropolitan Tram,4489,66-Settlement Rd/Plenty Rd (Bundoora),-37.698265844,145.058816418
Metropolitan Tram,4490,65-Grimshaw St/Plenty Rd (Bundoora),-37.699817162,145.058344951
Metropolitan Tram,4491,64-Mount Cooper Dr/Plenty Rd (Bundoora),-37.703903656,145.055856340
Metropolitan Tram,4492,63-Greenwood Dr/Plenty Rd (Bundoora),-37.708069519,145.051629832
Metropolitan Tram,4493,62-Metropolitan Fire Brigade/Plenty Rd (Bundoora),-37.710551091,145.049103242
Metropolitan Tram,4494,61-Bundoora Park/Plenty Rd (Bundoora),-37.713151933,145.045620440
